언어표현,분류,유형,품사,의미,예문,비고
젖퉁이,속어,성적부위,명사,=젖통,"""이 망할 녀석, 눈깔을 얻다 팔아먹고 다니느냐?"" 하고 덤비는 듯하여 질겁을 하여 방안으로 들어갔다. 아니나다를까, 조금 있더니 보기 싫은 젖퉁이를 털럭털럭하면서 어머니가 쫓아 나왓다. (나도향: 행랑자식, 1923)",
제그랄,욕설,감탄,감탄사/관사,=제기랄,"""제그랄 사람도 쏙 빼닮은 얼굴이 있다 카더만 고향도 쌍딩이같이 닮은 게 있네. 우리 동네를 꼭 빼다박아 뿠네."" 원기는 목근육이 휘어져 땡기도록 희미해져 가는 당나무 마을을 돌아보았다. (김하기: 첫눈 내리는 날, 1990)",
제기,욕설,감탄,감탄사,제기랄'이 준 말,"안핵동 일행이 일어섰다. 출입구로 향한다. '빌어먹을!' 그의 일행이 앞서거니 뒤서거니 하여 검정 양복의 과녁을 놓치고 말았다. '제기' (박경리: 시장과 전장, 1964)",빈도확인
제기랄,욕설,감탄,감탄사/관사,언짢고 못마땅할 때 욕으로 하는 말. '=제기랄. 제기할. 제길할. 제길할녀러. ,"이런 제기랄, 우리 집은 언제나 수리를 하는 겐가. 해마다 고친다, 고친다, 벼르기는 연실 벼르면서. (김유정: 따라지, 1938)",빈도확인
제기할,욕설,감탄,감탄사/관사,=제기랄,"""이런 제기할 것- 언제나 이것을 면하고 만단 말인가?"" 붉은 햇발이 동쪽 기슭을 헤치고 나올 때마다 이러한 탄식 소리는 여러 석공의 입으로서 나왔다. (송영: 석공조합대표, 1927)",
제길,욕설,감탄,감탄사,제기랄'이 준 말,"""이 원 팔십 전이요."" ""오십 전에 파우."" 주인은 시커먼 눈알맹이를 한 번 희번덕하더니 순사의 손에 든 발을 낚아채며, ""이런 제길, 도둑놈 뒷전에서만 물건을 사 보았단 말인가. 이 원 팔십 전 내라는 걸 단 오십 전 받으란다."" (현진건: 발, 1926)",
제길할,욕설,감탄,감탄사/관사,=제기랄,"차라리 그녀러 것들은 햇빛을 피해 습기 찬데로만 자꾸 파고드는 굼벵이나 지렁이나 아니면 땅강아지 같은 것들인지도 모를 일이었고, 그래도 제길할(헐) 나는 돌아왔고~ (박상룡: 죽음의 한 연구, 1975)",
제길할녀러,욕설,감탄,감탄사/관사,=제기랄,"한낮인데도, 햇빛이 까맣게 쏟아져 내리는데도, 제길할녀러, 어떤 토굴 하난 거적문 둘둘 말라 올려 놓은 데는 없고~ (박상룡: 죽음의 한 연구, 1975)",
제깟년,욕설,지위,명사,(욕으로) 겨우 저만한 정도의 여자,"젊은것이 입은 싸 갖구선 알지두 못하믄서 나발통을 까고 다녀. 제깟(깐)년이 어디 내 집에서 얼마나 견디나 두구 보라지. 방세두 안 내고 사는 주제에, 흐흥, 서방이라고 어디. 쥐새끼 누깔만한 걸 데리고 사는 년! (박영한: 지옥에서 보낸 한철, 1989)",
제깟놈,욕설,지위,명사,(욕으로) 겨우 저만한 정도의 남자,"하는 수작이, ""기약서를 써 달라고 불렀는데 수고러우나 하나 써주시유."" 망할 자식, 이건 아주 딴소리다. 내가 친구 복만이를 위해서 왔지 그래 제깟(깐)놈의 명령에 왔다갔다할 겐가. (김유정: 가을, 1938)",
제미1,욕설,감탄,감탄사,못마땅할 때 욕으로 하는 말,"""….제-미, 오십 전 주고 한 짐 사 가지구 왔는데 칠십 전이나 받았으면 좋겠구먼……"" 사나이는 군소리를 하고 동정을 청하는 것 같은 표정을 보이었다. (엄홍섭: 안개 속의 춘삼이, 1934)",
제미2,욕설,감탄,명사,제에미'의 준말,"매맞은 하인들이 분함을 서로 이기지 못하여 구석구석 욕설이 나온다. ""제미를 할 거, 팔자가 사나우니까 별 작자의 매를 다 맞아 보았구~ (이해조: 구마검, 1908)",
제미랄,욕설,감탄,감탄사/관사,"제 에미를 할'의 뜻으로, 못마땅할 때 저주로 하는 말","좆두 나는 읍내 가면 아는 놈 만날깨미 피해댕겼다. 나더러 혹시 내가 헌 짓 아니냐는 거라. 농담두 한두 번이지, 제미랄(럴). (이문구: 월곡후야, 1977)",
제미씨팔,욕설,감탄,감탄사/관사,몹시 못마땅할 때 욕으로 하는 말,"고향선 언제 나왔어? 삼 년? 제미씨팔. 어느새 벌써 사 년이네. 왜 나온거여? 돈 벌러 나왔나? 돈요? 정 군이 픽 웃는다. (홍석원: 설야, 1979)",
제바리,욕설,장애,명사,(욕으로) 온전치 못한 사람,"우리 집 영감님이 아주 제바리야! 그 새 첩을 네엔장 몇씩 갈아 디려두 아이를 못 낳는 걸 좀 보지? (채만식: 탁류, 1939)",
제어미,욕설,감탄,감탄사,= 제어미,"글쎄, 웬 걱정이여?"" 황 서방은 참고 참던, 누구한테 대들어야 할지 모르던 분통이 터진 것이다. ""그럼 잘못됐구려…… 제에길……"" (이태준: 밤길, 1940)",
제에기,욕설,감탄,감탄사,언짢고 못마땅할 때 욕으로 하는 말. '=제에길, ,
제에길,욕설,감탄,감탄사,=제에기,"""임자보구 곤쳐 내래게 걱정이여?"" ""그렇단 말이지.",
제에미1,욕설,감탄,감탄사,제미'의 원말. '=제어미,"온, 제에미, 별 아니꼬운 소릴 다 듣지. 자식 새낄 더럽게 기른다니, 어디다 함부루 허는 소리야? 아니꼰 년 같으니…… 그래 병득이 똥이 더러워 더러워두 제 행실버덤은 정허겠지. (박태원: 골목 안, 1939)",
제에미2,욕설,지위,명사,(낮추어) 자기 어머니,,
제에미랄,욕설,감탄,감탄사/관사,제미랄'의 원말,"""그 사람이 워째 약을 쓴댜?"" 까치말댁이 성급하게 달려들었다. ""제에미랄 것, 손바닥에 올려놔 줘도 못 알어듣노. 아, 버드나무밭이 누구 거여? 사 년 전 그 맹꽁이배가 삯꾼 사서 심지 않었는게비."" (박범신: 읍내 떡삥이, 1979)",빈도확인
제엔장,욕설,감탄,감탄사,=젠장,"잡지도 기왕 하려거든 그렇게나 해야지, 죄선 사람들은 제엔장 큰소리도 곧잘 하더구먼서도 잡지 하나 반반한 거 못만들어 내니! (채만식: 치숙, 1938)",
젠장,욕설,감탄,감탄사,"제기 난장'이라는 뜻으로, 못마땅할 때 홀로 하는 저주의 말. '난장'은 신체 부위를 가리지 않고 마구 때리는 조선시대의 고문의 하나이다. '=제엔장","""젠장, 우라질 노인네 같으니라구."" 나는 되는 대로 소리질렀다. ""이봐, 경희, 이 영감태기가 똥을 쌌어. 오줌도 쌌구."" (최인호: 돌의 초상, 1978)",
젠장맞은,욕설,감탄,감탄사/관사,"제기 낮장을 맞은'이라는 뜻으로, 마음에 들지 않을 때 저주하는 말","하늘 꼴새가 심상찮구먼, 눈이 쏟아질지도 모르겠는디. 젠장맞은, 내일 식전 아적에 건장 보러 갈라먼 에지간히 춥겄다, 끄응. (임철우: 뒤안에는 바람 소리, 1981)",
젠장맞을,욕설,감탄,감탄사/관사,"제기 난장을 맞을'이라는 뜻으로, 마음에 들지 않을 때 저주하는 말. '=지언장맞을","""장모님 내 이래봬두 왕년엔 팔난봉이었다 그겁니다. 염려 놓으슈. 내가 아주 오뉴월에 엿가락 녹이듯이 해 놨으니까. 젠장맞을 노총각 장가들기 힘들다."" 그러나 방안에선 기뻐서 그러는지 아니면 이젠 살았다는 안도의 그것인지 궁상맞게 훌쩍이는 울음소리가 들려왔다. (황석영: 돼지의 꿈, 1973)",
젠장맞일,욕설,감탄,감탄사/관사,젠장맞을'의 사동,"""이렇게 일찍 가는 대신 자도차나 타구 갑시다, 네?"" ""자동차?"" ""내애."" ""그리라, 젠장맞일……"" 춘심이는 윤 직원 영감이 섬뻑 그러라고 하는 게 되레 못미더워서 짯짯이 얼굴을 올려다봅니다. (채만식: 태평천하, 1938)",
젠장칠,욕설,감탄,감탄사/관사,"제기 난장을 칠'이라는 뜻으로, 마음에 들지 않을 때 저주로 하는 말. '=젠장할","작년 홍수 떄에는 해를 보기를 얼마나 원하고 바랐던고? 그러나 그들은, ""젠장칠 것, 차라리 비가 죽죽 쏟아져서 홍수나 져 버려라. 눈앞에서 바싹바싹 말라 가고 타버리는 나락 꼴은 정말 못 보겠다."" (박화성: 한귀, 1935)",
젠장할,욕설,감탄,감탄사/관사,=젠장칠,"간호 장교들도 오라. 홑치마 입고 물구나무 서고 오라, 이 씨발년들아. 히히힛, 그래서 겨우 널 불러 준거지. 이젠 됐다, 젠장할…… (조선작: 외야에서, 1974)",
젬병,욕설,추상물,명사,"(속되게) 사람이나 물건이 볼품없거나 형편없음. '전병'이 변해서 된 말인데, '전병'은 모양이 볼품없는 떡이다.","어쩌다 입이 잰 두익 애비가 갑석이네 가게 앞 평상에 목발을 부려놓고 엉덩이를 걸치고 앉아 술잔을 꺾으며 자발머리없이 떠벌리는 옆을 지나칠 때가 난 영 젬병이었다. (김소진: 개흘레꾼, 1994)",
조개,맥락,,명사,(속되게) 여자 혹은 여자의 음부 '= 조갑지,,
조년,욕설,지위,명사,(얕잡아) 저 여자,,
조놈,욕설,지위,명사,(얕잡아) 저 남자,,
조동아리,속어,일반부위,명사,주둥아리'의 작은말,,
조동이,속어,일반부위,명사,조동아리'의 준말,,
조무래기,비어,연령,명사,(홀하게) 어린아이,,
조방꾼,비어,직업,명사,(홀하게) 오입판에서 남녀 사이의 일을 챙겨 주는 사람 / (홀하게) 어린이를 데리고 놀면서 보살피는 사람,,빈도확인
조선놈,욕설,출신,명사,(욕으로) 조선 사람,,
조센징,욕설,출신,명사,(욕으로) 조선 사람,,
조카자식,비어,지위,명사,(낮추어) 조카,,
족장이,비어,직업,명사,(속되게) 구두 만드는 사람,,빈도확인
존나,비어,감탄,명사,(속되게) 매우 '= 열라,,
존니,비어,감탄,명사,(1990년대에 10대들이) 매우 많이,,
졸개,비어,지위,명사,(낮잡아) 부하,,
졸따구,비어,지위,명사,=졸때기,,
좀녕,욕설,태도,명사,(낮추어) 좀스러운 사람,,빈도확인
좀놈,욕설,태도,명사,(욕으로) 좀스러운 사람,,빈도확인
좀보,비어,태도,명사,쫌보'의 여린말,,빈도확인
좀생이,비어,태도,명사,=좀팽이 / (홀하게) 자질구레한 물건 / (속되게) 묘성,,
좀씨,비어,외모,명사,(낮잡아) 키가 작은 사람,,빈도확인
좀팽이,비어,태도,명사,(낮잡아) 자잘하고 속이 좁은 사람 '= 좀생이,,
좁쌀,맥락,,명사,(낮잡아)  작은 일에 대해서도 잔소리가  많은 사람,,
좁쌀눈,비어,외모,명사,(놀리어) 아주 작은 눈을 가진 사람,,
좁쌀방정,비어,행동,명사,(속되게) 매우 좀스럽게 구는 모양,,빈도확인
좁쌀뱅이,비어,외모/태도,명사,(홀하게) 몸이 작거나 소견이 좀스러운 사람,,빈도확인
좁쌀영감,비어,태도,명사,(속되게) 자잘하고 좀스러운 노인,,빈도확인
좁쌀친구,비어,연령/외모,명사,(속되게) 키가 작고 나이 어린 조무래기,,빈도확인
종간나,욕설,태도,명사,(욕으로) 변변치 못한 사람,,
종간나새끼,욕설,태도,명사,(욕으로) 막되어 먹은 사람,,
종년,욕설,지위/출신,명사,(욕으로) 계집종,,
종놈,욕설,지위/출신,명사,(욕으로) 사내종,,
종이쟁이,비어,직업,명사,(낮잡아) 신문사 기자,,
좆,속어,성적부위,명사,(속되게) 남자의 성기 / ('~고 좆이고'꼴로 쓰여) 선행하는 대상을 욕으로 이르는 말,,
좆같다,욕설,묘사,명사,"(속되게) 아주 나쁘다 / (속되게) 아주 형편없다 / (욕으로) 아주 못마땅하다 / ('좆같네','좆같이' 꼴로 쓰여) 몹시 못마땅할때 욕으로 하는 말",,
좆구멍,속어,성적부위,명사,(속되게) 좆,,
좆까네,욕설,감탄,감탄사,못마땅할 때 욕으로 하는 말,,
좆나게,욕설,감탄,부사,(속되게) 심하게 / (속되게) 매우,,
좆대가리,속어,성적부위,명사,(속되게) 남자의 성기,,
좆대감지,속어,성적부위,명사,(속되게) 남자의 성기,좆대감지 헛단 자식,
좆대질,비어,행동,명사,(속되게) 혼줄을 내는 행위,좆대질을 쳐 뿐질란다,
좆도,욕설,감탄,감탄사,아무 마음에 안 들 때 욕으로 하는 말,좆도 짜증난다,
좆도,욕설,감탄,부사,(속되게) 조금도,좆도 참견하지 싶지 않다,
좆되다,비어,묘사,동사,(속되게) 엉망이 되다,한마디로 좆되는 것이다,
좆만하다,욕설,묘사,명사,(속되게) 아주 작다,나만 따라와 좆만아,
좆먹어라,욕설,명령,감탄사,화가 났을 때 욕으로 하는 말,좆먹어라 하는 마음으로 쳐다봤다,
좆밥,욕설,언행,명사,(욕으로) 엉망으로 사는 사람,좆밥이라고 불리우며 살고있다,
좆방망이,속어,성적부위,명사,(속되게) 남자의 성기,좆방망이를 어디다 들이대,
좆부리,속어,성적부위,명사,(속되게) 남자의 성기,요것을 가만히 좆부리에 끼워 주라 이거여,
좆빠지다,비어,행동,동사,"(속되게) 고생하다'=좆빼다 / ('좆빠지게 꼴로 쓰여) 몹시, 아주",좆빠지게 힘들다,
좆빨다,욕설,행동,동사,('좆빤다고/좆빨라고' 꼴로 쓰여) 못마땅할 때 욕으로 하는 말,기집애 사진은 좆빤다구 가지구 다녀?,
좆빼다,비어,행동,동사,좆빠지다,나중에 좆빼지말구 참아,
좆뺑이,비어,추상물,명사,(속되게) 고생,군대에서 좆뺑이 깟지,
좆뺑이치다,비어,행동,동사,(속되게) 고생하다,좆뺑이치며 살았지,
좆뿌리,속어,성적부위,명사,(속되게) 남자의 성기,좆뿌리가 아파 고생했다,
좆새끼,욕설,지위/태도,명사,(욕으로) 못마땅한 사람,저 좆새끼 꺼져버려,
좆이나,욕설,감탄,감탄사,마음에 안 들 때 욕으로 하는 말,좆이나 개판 군대요,
좆자루,속어,성적부위,명사,(낮잡아) 남자의 성기,난쟁이 좆자루만하다,
죔손이,비어,장애,명사,(홀하게) 손이 오그라진 사람,죔솜이 같은  불구자들이 요즘 보이지 않는다,
주걱대가리,비어,외모,명사,(놀리어) 뒤통수가 납작하게 생긴 사람,저새끼 머리봐 완전 주걱대가리야,
주걱상,비어,외모,명사,(홀하게) 넓적하고 우묵하게 생긴 사람,생긴게 주걱상이다,
주구,맥락,,명사,(욕으로) 앞잡이,저 주구는 진짜 문제야,
주근깨박이,비어,외모,명사,(얕잡아) 주근깨가 많이 있는 사람,주근깨박이 미군 하나가 넋 잃은 표정으로 앉아있다,
주뎅이,속어,일반부위,명사,주둥이 / (범죄자들이) 성냥,째진 주뎅이라고 함부로 나불거리지 마,
주됭이,속어,일반부위,명사,주둥이,주됭이 닥쳐,
주됭이,속어,일반부위,명사,주둥이,주됭이가 바짝 마르지,
주두리,속어,일반부위,명사,(함경도 지방에서) 입,입술이 도야지 주두리같이 생겼다,
주둥머리,속어,일반부위,명사,(낮추어) 주둥이'=주둥빼기,그놈들 주둥머릴 찢어 놔라,
주둥빼기,속어,일반부위,명사,주둥머리,그놈의 주둥빼기 안 오무릴래,
주둥아리,속어,일반부위,명사,(속되게) 입 / (속되게) 말 / (속되게) 부리,그놈의 주둥아리는 알아줘야 해,
주둥아리질,비어,행동,명사,(낮추어) 말하는 일,어디서 주둥아리질이야,
주둥아리짓,비어,행동,명사,(속되게) 말하는 행위,저 썩을놈 주둥아리짓좀 보게,
주둥이,속어,일반부위,명사,주둥아리'가 준 말,고년 주둥이 좀 다물게 해라,
주둥이질,비어,행동,명사,(속되게) 말하는 행위,주둥이질을 하는구나,
주둥패기,속어,일반부위,명사,주둥머리,주둥패기 뒀다가 뭣 하나,
주딩이,속어,일반부위,명사,주둥이,주딩이 놀리지 마라,
주막강아지,맥락,,명사,(욕으로) 그릇이 크지 못하고 변변치 못한 사람,저 주막강아지는 크게 될수 없어,
주먹코,비어,외모,명사,(농으로) 뚱뚝하고 크게 생긴 코를 가진 사람,저 사람 코가 완전 주먹코야,
주변탱이,비어,태도,명사,(낮잡아) 주변이 없는 사람,자기 같은 주변탱이가 또 있나,
주사질,비어,행동,명사,(낮추어) 주사를 맞는 행위,너 언제부터 주사질 했어,
주의자,비어,태도,명사,"(낮잡아) '사상,주의'를 생각하는 사람",주의자인 남편이 감옥에 드나들었다,
주인마누라,비어,지위,명사,(낮잡아) 안주인,주인마누라는 항상 당당하다,
주장군,맥락,,명사,(속되게) 남자의 성기,네가 달고 있는 주장군을 도려서 가져갈까,
주전머리없다,비어,행동,형용사,(낮잡아) 주제넘다,주전머리없이 뭐하는 짓인가,
주전없다,비어,행동,형용사,(속되게) 주제넘다,그 자식들 퍽 주전없다,
주접떨다,비어,행동,동사,(욕으로) 불썽사람게 행동하다,여편네가 쓸데없이 싸지르구 다니면서 왼갖 망신 주접 다 떨구 있으니….,
주정꾼,비어,언행,명사,'=주정뱅이,,
주정망나니,비어,언행,명사,=주정뱅이,,
주정배기,비어,언행,명사,=주정뱅이,,
주정뱅이,비어,언행,명사,(홀하게) 주정을 부리는 버릇이 있는 사람,,
주정쟁이,비어,언행,명사,=주정뱅이,,
주제꼴,비어,외모,명사,(낮잡아) 변변하게 생기지 못한 모양이나 사람,제법 위풍까지 풍겨 주제꼴에도 상주 풍신이 웬만했다.,
주책꾸러기,비어,태도,명사,=주책바가지,이 주책꾸러기 양반이 무슨 맘보를 먹는고 하니,
주책망나니,비어,태도,명사,=주책바가지,이런 주책망나니 같은 늙은이가!,
주책바가지,비어,태도,명사,(욕으로) 주책없는 사람 / (욕으로) 주책없는 행동이나 이야기,아이구 주책바가지 늙은이들…,
주책없다,비어,행동,형용사,(욕으로) 분수없이 함부로 말이나 행동을 핟,"한국 여인에게는 자기 의사나 욕구, 주장이나 입장의 노출은 철저하게 봉쇄됐다. 그리고 체신 없느니, 버릇 없느니, 주책(착)없느니, 가볍다느니, 여자에게 갖출 수 있는 모든 욕말로 저주받고 소외받았던 것이다.",
죽돌이,비어,언행,명사,(홀하게) 한곳에만 죽 있는 여자,,
죽순이,비어,언행,명사,(홀하게) 한곳에만 죽 있는 남자,,
죽을병쟁이,비어,장애,명사,(홀하게) 폐병에 걸린 사람,,
중글,비어,구체물,명사,(홀하게) 한글,중글은~절의 승려들이 한글을 가지고 불경도 번역하고 찾아드는 신도들에게 교리도 가르치고 하였다고 해서 비롯된 말이다.,
중놈,욕설,직업,명사,(욕으로) 중,,
중대가리,비어,외모,명사,(속되게) 스님의 빡빡 깎은 머리 / (속되게) 머리를 빡빡 깎은 사람,술을 붓는 열다섯 살 됨직한 중대가리에게로 달려들며.,
중대강이,비어,외모,명사,=중대가리,건넌방에서 먼저 덧문이 펄썩 열리더니 피혁 군이 중대강이 같은 시퍼런 머리를 쑥 내밀며~,
중로배,비어,추상물,명사,(낮추어) 중인 계급의 삶,,
중바닥,비어,구체물,명사,(낮추어) 중촌. '중촌'은 서울의 한보판이 되던 구역으로 중인들이 주로 살았다.,,
중신애비,비어,직업,명사,(홀하게) 중매하는 사람,노랑 저고리 오실 앞에 줄줄이 맺힌 눈물이 뉘 탓이냐 내 탓이냐 중신애비 탓일세,
중우정치,비어,추상물,명사,(빈정거려) 민주 정치,,
쥐새끼,맥락,,명사,(욕으로) 교활하고 약게 구는 사람,,
쥐새끼만하다,욕설,묘사,형용사,=쥐뿔만하다,,
쥐씹같다,욕설,묘사,형용사,=쥐뿔같다,,
쥐좆같다,욕설,묘사,형용사,=쥐뿔같다 (보잘 것 없다),,
쥐좆만하다,욕설,묘사,,,,
쥐콧구멍,비어,추상물,명사,(욕으로) 하잘것 없는 것 / 선행하는 대상을 요으로 이르는 말,싸게 면횐지 쥐콧구멍인지 댕게와서 재판이 워떤 꼴로 돼갈란지 나헌테 알리씨요.,
즈거멈,욕설,감탄,감탄사,즈거멈할'이 준 말,"즈거멈, 농사도 포기하고 써빠지게 순채를 뜯었는디 왜 돈을 안 주고 가겠다는 거여",
즈거멈할,욕설,감탄,감탄사/관형사,못마땅할 때 저주로 하는 말,이런 즈거(그)멈할(헐)!,
지각망나니,비어,태도,명사,(홀하게) 나이가 들었으나 철이 덜 난 사람,,
지기랄,욕설,감탄,감탄사/관형사,제기랄'의 큰말,,
지기미,욕설,감탄,감탄사,지미'를 강조하는 말,증말 참 똑똑헌 사람은 다 죽구 웂이 되었단 말유. 지기랄,
지길헐,욕설,감탄,감탄사/관형사,=지기랄,"지길헐, 수혐 전도 대출금 기다리다가 학 모가지 되는 것보다야 심간 팬해서 그제.",
지깟년,욕설,지위,명사,제깟년'의 큰말,지깟(깐)년은 저한테 걸려 오는 전화 받기에도 바쁜 형편이라 했다.,
지깟놈,욕설,지위,명사,제깟놈'의 큰말,,
지랄1,욕설,감탄,감탄사,못마땅할 때 욕으로 하는 말,헌데 지랄! 서울 올라오니 여기선 외려 눈구경하기 힘듭디다.,
지랄2,욕설,행동,명사,변덕스럽거나 경망하게 날뛰는 행동,글세 내가 뭐랬다고 이 지랄인가?,
지랄같다,욕설,묘사,형용사,(욕으로) 아주 엉망으로 마음에 안 들다 / (지랄같네 꼴로 쓰여) 마음에 안 듦을 욕으로 하는 말,뭔 이름도 그렇게 지랄같이 유식하게 붙여 놨노,
지랄까다,욕설,행동,동사,= 지랄하다,아무 것도 모르는 게 지랄까네 임마.,
지랄나다,욕설,행동,동사,지랄하다,왜 또 지랄이 나서 저 모양이냐,
지랄떤다,욕설,행동,동사,= 지랄하다,,
지랄맞다,욕설,묘사,형용사,(욕으로) 성질 따위가 좋지 않다,나도 썽질머리가 하도 지랄 맞아서 그렇지.,
지랄발광,욕설,행동,명사,(욕으로) 미친 것처럼 날뛰는 행동,춘천집이 서방에 미쳐서 지랄발광이 나서 도망하였다 하는 소문,
지랄방정,욕설,행동,명사,(욕으로) 미친 것처럼 가볍게 날뛰는 행동,니가 무슨 천하일색 양귀비라구 한 달 정도밖에 안 됐는데 빚을 다 갚았다구 지랄방정을 떠니?,
지랄버릇,욕설,행동,명사,(욕으로) 미친 것처럼 날뛰는 버릇,저런 단매에 쌔려쥑일 놈이 무신 지랄버릇이 도져서 웃기는 또 징상스럽게 웃는고,
지랄법석,욕설,행동,명사,(욕으로) 몹시 요란하게 하는 행동,"그새 편지질을 하고 지랄법석을 떨어, 새까만 쫄병이",
지랄병,욕설,추상물,명사,"간질'을 뜻하는 것으로, 못마땅한 행동을 욕으로 하는 말",음식을 벌려 놓고 지랄병(삥)을 하는가,
지랄뻗다,욕설,행동,동사,= 지랄하다,아 글쎄 이눔이 지 막내둥이 등록금을 몰래 가지고 와서는 날 구워삶고 지랄을 뻗다가 이제 와서 딴소리를 줴치는 모양인데.,
지랄염병,욕설,행동,명사,(욕으로) 미친 것처럼 날뛰는 행동,묶어 놓으면 징을 치고 지랄염병은 안 할 거 아닌고?,
지랄옘병떨다,욕설,행동,동사,지랄떨다'를 강조하여 이르는 말,지랄옘병떠네.,
지랄쟁이,욕설,언행,명사,(욕으로) 분별없이 마구 행동하는 사람,아들 몽룡이가 지랄쟁이가 되어서 부모의 걱정만 시킵디다.,
지랄정치다,욕설,행동,동사,= 지랄하다,,
지랄질,욕설,행동,명사,(낮잡아) 온갖 지나친 행동,,
지랄창고,욕설,언행,명사,(속되게) 경망스럽게 날뛰기를 잘하는 사람,,
지랄치다,욕설,행동,동사,= 지랄하다,,
지랄탄,비어,구체물,명사,(학생들이) 다연발 최루탄,,
지랄하다,욕설,행동,동사,(욕으로) 변덕스럽거나 경망하게 행동하다 / (욕으로) 행동이나 대상이 못마땅하다 ('지랄하고(네)'꼴로 쓰여) 분별없거나 못마땅한 짓을 할 때 욕으로 하는 말,,
지미1,욕설,감탄,감탄사,제미'의 큰말,"지미, 읍낸 오살나게 비싸기만 헌 거 모르슈?",
지미2,욕설,지위,명사,제미/'의 큰말,지미 붙어먹(묵)을 눔덜,
지미랄,욕설,감탄,감탄사/관형사,제미랄'의 큰말,"춰 죽겄는디, 지미랄",
지미씨팔,욕설,감탄,감탄사관형사,제미씨팔'의 큰말,지미씨팔 돈 없는 놈은 성깔도 없는 줄 아슈?,
지미할,욕설,감탄,감탄사/관형사,'=지미랄,이런 지미할 놈을 보았냐?,
지아비,비어,지위,명사,(속되게) 남편,,
지어미,비어,지위,명사,(낮추어) 아내,,
지에미,비어,지위,감탄사,제에미'의 큰말,지에(애)미 문자 연설 누가 듣자 혀?,
지질하다,비어,묘사,형용사,똑똑하지 못한 사람에게 욕으로 하는 말,세상은 너같이 지질한 놈 땜에 망하는 거다.,
지청꾸러기,비어,언행/태도,명사,(홀하게) 까닭 없이 탓하고 원망하는 짓을 당하는 사람,시장 사람들이 동태를 지청(천)꾸러기로 알면서도,
진사,비어,장애,명사,(놀리어) 애꾸눈이,,
진장칠,욕설,감탄,감탄사/관형사,젠장칠'의 큰말,진창칠 놈의 횟불 하나두 안 들어 주구서,
질뚱바리,비어,지력,명사,(홀하게) 모자란 사람,왜 그렇게 질뚱바리냐.,
질러쌓다,비어,행동,동사,(낮잡아) 어떤 일을 하다,사대육신 나무랄 데 없는 장정이 반거충이로 펀둥펀둥 '먹고대학' 다니면서 사시장청 말썽이나 질러쌓는 통에 동네 안에서 그나마 밥줄 이어 나가기도 차츰 점직해지는 판국이었다.,
질청찮다,욕설,태도,형용사,(욕으로) 어리석고 변변하지 못하다,이런 질정찮은 년,
질통꾼,비어,직업,명사,(홀하게) 질통으로 물건을 나르는 사람,,
짐승같다,욕설,묘사,형용사,(욕으로) 사람답지 못하다,그런 짐승같은 놈이 어데 있단 말이오.,
집년,욕설,지위,명사,(욕으로) 아내,이것은 뒷간 소제라면 집년이 맡아서 하게 된다.,
짓거리,비어,행동,명사,(낮추어) 행동,한다는 짓거리 들어보면 모르겄어?,
징돌이,비어,언행,명사,(낮잡아) 수형자,,
징상시럽다,비어,묘사,형용사,(욕으로) 징글맞고 상스럽다,요런 징상시런 년아.,
징역꾼,비어,언행,명사,(홀하게) 징역을 자주 가는 사람,징역꾼 서방보다 술꾼 서방이 낫다.,
징하다,맥락,,형용사,(전남 지방에서) 몹시 못마땅한 사람에게 욕으로 하는 말,워메. 이 징한 놈 조깐 보소,
짖다,맥락,,동사,(낮잡아) 지껄이다,똥깨는 짖어도 기차는 간다.,
짜리,비어,외모,명사,(낮잡아) 키가 작은 사람,,
짜리몽땅,비어,외모,명사,(놀리어) 키가 작은 사람,,
짜샤,비어,감탄,감탄사,짜식'을 부르는 말.,,
짜식,비어,지위,명사,자식'의 센말. '= 쯔아식.,,
짭상,비어,직업,명사,=짭새,,
짭새,비어,직업,명사,"잡새'의 센말. '= 짭상, 짭씨",,
짭씨,비어,직업,명사,=짭새,,
짱꼴라,비어,출신,명사,(속되게) 중국 사람. '= 짱꼴로,,
짱꼴로,비어,출신,명사,=짱꼴라,,
째마리,비어,구체물/태도,명사,(욕으로) 아주 못난 사람이나 물건,,빈도확인
째보,비어,장애,명사,(놀리어) 언청이,,빈도확인
쩔뚝발이,비어,장애,명사,절뚝발이'의 센말. (준)쩔뚝이. (큰)찔뚝발이,,
쩔뚝이,비어,장애,명사,절뚝발이'가 준 말.,,
쪼그랑할멈,비어,연령/외모,명사,(낮추어) 쪼글쪼글한 늙은 여자.,,
쪼다,비어,지력/태도,명사,(속되게) 모자라고 변변치 못한 사람. '= 쪼오다,,
쪼오다,비어,지력/태도,명사,=쪼다,,
쪽발이,비어,출신,명사,(욕으로) 일본사람/(속되게)상이군인,,
쪽발이,욕설,출신,명사,(욕으로) 일본 사람./(속되게) 상이 군인,쪽발이 왜놈들을 닥치는 대로 무찌르기도 하였다.,
쪽쟁이,비어,언행,명사,(홀하게) 아편쟁이,외선들이 드나드는 동래포에는 이른바 쪽쟁이들이 허다하였다.,
쫄때,욕설,태도,명사,(욕으로) 변변치 못한 사람.,옛날 겟적 어중이 떠중이 얼때 빽때 쫄때가 다 판을 치던 세월에 사람의 사타구니만 핥고 사는 희끄무레가 있었다고 하더니만 바로 그놈들인가 보다.,
