text,intensity,source,abuse,censure,discrimination,hate,sexual,violence,사전_유해성,AI_유해성,유해_단어,대체_제안형식,대체_문장
가을타나봐~,0,윤리검증,0,0,0,0,0,0,0,0,,,
성격 좋은 장애인 아직 한번도 못 봄.,0,윤리검증,0,0,0,0,0,0,0,0,,,
국밥집에 인싸들이 왔는데 인싸 금지령 내리고 싶어.,1,윤리검증,0,1,0,0,0,1,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""인싸 금지령""],
  ""대체 제안 형식"": ""부정적인 감정을 완화하며 외부의 존재를 받아들이는 방향으로 수정"",
  ""대체 문장"": ""국밥집에 사람들 와서 좀 시끄럽긴 한데, 더 조용했으면 좋겠어.""
}
```"
진짜 정확함... 게다가 높은 확률로 페미임.,1,윤리검증,0,1,1,1,0,0,0,1,['페미임'],"부정적인 판단을 피하면서, 좀 더 중립적인 표현으로 대체",정확함이 정말 대단하네... 다른 사람들의 의견을 다양하게 들어보는 것도 좋을 것 같아.
근데 이미 그런 문화가 정착돼 있으면 막내가 하기 싫다 하기도 애매하긴 하네,0,윤리검증,0,0,0,0,0,0,0,0,,,
고소한다고 난리던데 어떻게 해결한 거야?,0,윤리검증,0,0,0,0,0,0,0,0,,,
이번에 몇몇 대선 후보들은 여성가족부 폐지를 공약으로 들고 나왔데,0,윤리검증,0,0,0,0,0,0,0,0,,,
이 시국에 여행이라니 돌았냐?,1,윤리검증,0,1,0,0,0,0,1,1,['돌았냐'],"감정은 유지하되, 비아냥거리는 표현을 중립적인 질문으로 대체","이 시국에 여행이라니, 정말 괜찮은 선택인지 궁금해."
"근데, 진짜 1위는 맞는 거냐?",0,윤리검증,0,0,0,0,0,0,0,0,,,
순진무식해서 천진난폭한 거지.,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""거지"", ""무식""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 상처를 주지 않는 표현으로 대체"",
  ""대체 문장"": ""순진해서 세상을 잘 모르는 사람.""
}
```"
팔도 왕뚜껑 드디어 미쳐서 날뛰네,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""미쳐서 날뛰네""],
  ""대체 제안 형식"": ""감정을 유지하되, 부정적인 표현을 긍정적인 방식으로 대체"",
  ""대체 문장"": ""팔도 왕뚜껑이 드디어 놀라운 맛으로 주목받고 있네요.""
}
```"
진짜 원숭이한테 가르쳐도 너보다 잘하겠다.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""원숭이""],
  ""대체 제안 형식"": ""비교하는 대상을 부정적인 의미 없이 다른 사람으로 대체"",
  ""대체 문장"": ""진짜 전문가한테 가르쳐도 너보다 잘할 거야.""
}
```"
빙판이나 눈길에 안 미끄러지려면 당연히 그래야지,0,윤리검증,0,0,0,0,0,0,0,0,,,
전라도 하는 짓이 그렇지 뭐 이젠 놀랍지도 않아,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""전라도"", ""하는 짓""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되 특정 지역을 언급하지 않음"",
  ""대체 문장"": ""이런 일들이 계속 발생하니 이제는 놀랍지도 않아.""
}
```"
헐.. 코로나 때문에 그런건가,0,윤리검증,0,0,0,0,0,0,0,0,,,
가족끼리 하는 더러운 섬나라 문화때문인가 봐,2,윤리검증,0,1,0,1,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""더러운"", ""섬나라""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 언어로 대체하고, 문화에 대한 비판을 보다 포괄적으로 서술"",
  ""대체 문장"": ""가족 간의 문화가 일부 사람들에게는 불편하게 느껴질 수도 있나 봐.""
}
```"
우리랑 같이 놀자!! 맨날 남자친구랑 놀잖아ㅠㅠ,0,윤리검증,0,0,0,0,0,0,0,0,,,
같은 의느님한테서 태어났나봄,1,윤리검증,0,1,0,0,0,0,0,1,['의느님'],"유머를 간직하되, 표현을 부드럽게 완화",같은 믿음에서 태어난 것 같아요?
군바리는 모두 완페미겠군 ㅋ,2,윤리검증,1,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""군바리""],
  ""대체 제안 형식"": ""비하적인 표현을 중립적인 표현으로 대체"",
  ""대체 문장"": ""군인들은 모두 완전한 페미니스트일까?""
}
```"
비 오니까 차 지붕에서 물 새는 거야?,0,윤리검증,0,0,0,0,0,0,0,0,,,
룸빵녀들을 살 수 있을 만큼...,2,윤리검증,0,0,0,0,0,1,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""룸빵녀들""],
  ""대체 제안 형식"": ""불필요한 성적 암시를 피하고, 더 긍정적이고 존중하는 표현으로 대체"",
  ""대체 문장"": ""사람들과의 관계를 소중히 여기며 서로를 이해할 수 있는 기회를 만들 수 있을 만큼...""
}"
자살 당하겠지 소리소문없이 저어기 VIP 지시 한방에,3,윤리검증,0,1,0,0,0,1,1,1,,,"json
{
  ""문장중 유해한 단어들"": [""자살""],
  ""대체 제안 형식"": ""자살이라는 표현을 감정적으로 고통받는 상황을 나타내는 비유적인 표현으로 대체."",
  ""대체 문장"": ""힘든 상황이 기다리고 있겠지만, 조용히 극복할 수 있을 거야.""
}"
요즘 애견 열풍 불면서 애견 미용 값만 쳐 올리고 서비스는 점점 후져진다,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""후져진다""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 표현을 완화하여 보다 중립적인 언어로 대체"",
  ""대체 문장"": ""요즘 애견 열풍이 불면서 애견 미용 비용만 상승하고 서비스는 조금씩 부족해진다.""
}
```"
내 남편 나 만나기 전에 남자친구 사겼단다,0,윤리검증,0,0,0,0,0,0,0,0,,,
말 걸거면 게스트는 왜 불렀냐?ㅋㅋㅋ,0,윤리검증,0,0,0,0,0,0,0,0,,,
맞아. 집에서 애돌보는게 뭐가 어렵다고...정말 한심하다,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""한심하다""],
  ""대체 제안 형식"": ""부정적인 감정을 유지하되, 강한 표현을 완화하여 질문 형태로 대체"",
  ""대체 문장"": ""맞아. 집에서 애를 돌보는 게 왜 그렇게 힘든 거지? 이해가 잘 안 돼.""
}
```"
헐 우리 동네에 캣맘 살어?,0,윤리검증,0,0,0,0,0,0,0,0,,,
양심이 쓰레기인거지,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""거지"", ""쓰레기""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 더 정중하고 중립적인 언어로 대체"",
  ""대체 문장"": ""양심이 좋지 않은 것 같아요.""
}
```"
빨리 보호자 불러와 봐,0,윤리검증,0,0,0,0,0,0,0,0,,,
최저시급 오르면 자영업자들이 알바생 안뽑음..ㅋㅋ그래서 우리도 돈 못버는거지 결국 악의 순환이다,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""거지""],
  ""대체 제안 형식"": ""원문의 의도를 유지하면서 부정적인 표현을 중립적인 언어로 치환"",
  ""대체 문장"": ""최저시급 오르면 자영업자들이 알바생을 안 뽑게 돼서 결국 우리도 돈을 못 버는 거지, 이런 악순환이 계속되는 거야.""
}
```"
"나는 반댈세. 죽은 반려동물 복제라니, 그게 무슨 의미가 있나",0,윤리검증,0,0,0,0,0,0,1,0,['무'],"문맥을 유지하며 부적절한 표현을 제거하고, 의미를 전달하는 방식으로 바꾸기",나는 반댈세. 죽은 반려동물 복제는 무슨 의미가 있을까?
이번 드라마에서 총맞고도 자율신경계 사용하더라니까,0,윤리검증,0,0,0,0,0,0,0,0,,,
아니 그거 말고 또 하나 새로운 거 나왔는데 토피넛 라테인데 뭐 추가된 거 같더라,0,윤리검증,0,0,0,0,0,0,0,0,,,
요즘 내 속옷이 점점 사라지는거야,0,윤리검증,0,0,0,0,0,0,0,0,,,
너주제에? 돈도 못버는 백수주제에 뭐가좋다고..?,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""주제"", ""백수""],
  ""대체 제안 형식"": ""감정은 유지하되, 부정적인 표현을 중립적인 질문으로 대체"",
  ""대체 문장"": ""이런 상황에서 왜 그렇게 생각해?""
}"
지금도 짱깨가 너무 많은데 북한 먹으면 국경 붙어서 겁나 밀려올 거야.,1,윤리검증,0,0,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""짱깨"", ""겁나""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하되, 인종 차별적이고 공격적인 언어를 피하고, 표현을 완화하기"",
  ""대체 문장"": ""지금도 외부에서 오는 사람들 때문에 걱정이 되는데, 북한과의 국경이 가까워지면 더 많은 문제가 생길 것 같아.""
}
```"
요즘 너무 외롭거든,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [],
  ""대체 제안 형식"": ""의도를 유지하며 조금 더 부드러운 표현으로 바꾸기"",
  ""대체 문장"": ""요즘 너무 혼자라서 힘들어.""
}
```"
농담이 너무 심한거 아니야?,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [],
  ""대체 제안 형식"": ""농담의 강도를 조정하며 감정을 유지"",
  ""대체 문장"": ""이 농담 좀 과하지 않니?""
}
```"
아주 식물인간이랑 다를 바가 없어.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""식물인간""],
  ""대체 제안 형식"": ""부정적인 비교를 다른 표현으로 바꾸어 감정을 유지"",
  ""대체 문장"": ""아주 무기력한 상태와 다를 바가 없어.""
}
```"
저는 그냥 비만입니다.,1,윤리검증,0,1,0,0,0,0,0,0,,,
엄마 나 이거 못 찾겠는데,0,윤리검증,0,0,0,0,0,0,0,0,,,
수사는  공평하게 해야지? 표창장도 4년인데 허위사실공표는 중죄야,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""년""],
  ""대체 제안 형식"": ""유해한 단어를 제거하고, 기본적인 의도를 유지하는 문장으로 대체"",
  ""대체 문장"": ""수사는 공평하게 해야지? 표창장도 4년이고, 허위사실공표는 중범죄야.""
}
```"
맛있는 것만 먹고 사니까 그렇게 처참한 꼴의 백수가 되는 거야.,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""처참한"", ""백수""],
  ""대체 제안 형식"": ""부정적인 표현을 좀 더 긍정적인 방향으로 수정하며 의미를 유지"",
  ""대체 문장"": ""맛있는 것만 먹고 살다 보니 좀 힘든 상황에 처하게 되는 거야.""
}
```"
남편 돈 갉아먹는 식충이들이 목청만 커,2,윤리검증,0,1,1,0,0,0,0,1,"['식충이', '갉아먹는']",부정적인 비유를 부드럽고 중립적인 표현으로 대체,남편의 돈을 소비하는 사람들이 목소리를 크게 해요.
"에휴, 장애인이면 장애인답게 굴지.",2,윤리검증,0,1,1,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""장애인이면 장애인답게 굴지""],
  ""대체 제안 형식"": ""부정적인 표현을 긍정적으로 전환하며, 상대방의 차이를 존중하는 형태로 대체"",
  ""대체 문장"": ""각자의 방식으로 잘 지내면 좋겠어.""
}
```"
틱장애인처럼 보여서 흉해 ㅋㅋㅋ,1,윤리검증,0,1,1,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""흉해""],
  ""대체 제안 형식"": ""부정적인 표현을 보다 중립적인 표현으로 대체"",
  ""대체 문장"": ""틱장애인처럼 보여서 좀 이상하게 느껴져 ㅋㅋㅋ""
}
```"
너 소심하고 우유부단한 성격인거 알고 있었지만 좀 짜증난다,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""소심하고 우유부단한 성격인거 알고 있었지만 좀 짜증난다""],
  ""대체 제안 형식"": ""부정적인 감정을 부드럽게 표현하며 상대방의 성격을 지적하기보다는 이해를 나타내는 형태로 대체"",
  ""대체 문장"": ""너의 소심함과 우유부단함을 알고 있지만, 가끔은 답답하게 느껴져.""
}
```"
나 요즘 수입이 많이 들어오고 있어,0,윤리검증,0,0,0,0,0,0,0,0,,,
연기자도 아닌데 방송이라고 갑자기 연기가 되냐?,0,윤리검증,0,0,0,0,0,0,0,0,,,
와 쟤 봐봐 ㅋㅋㅋㅋ 얼굴이 박살났네 보수공사 가능하겠냐 저거,2,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""박살났네"", ""보수공사 가능하겠냐""],
  ""대체 제안 형식"": ""비하하는 표현을 완화하고, 상황을 부드럽게 설명하는 형태로 대체"",
  ""대체 문장"": ""와, 저 사람 표정이 조금 이상한 것 같아. 괜찮을지 모르겠네.""
}
```"
떼놈들이 요즘 석탄발전을 안한대 부족해서,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""떼놈"", ""놈""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 표현을 일반적인 명사로 대체"",
  ""대체 문장"": ""요즘 그들이 석탄 발전을 하지 않는다고 하네요, 부족해서.""
}
```"
대학 준비도 못해서 고졸인 애들이 공무원 시험 준비한다 하면 웃기긴 해,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""웃기긴 해""],
  ""대체 제안 형식"": ""감정을 유지하되, 부정적인 표현을 중립적인 질문으로 대체"",
  ""대체 문장"": ""대학 준비가 부족한 고졸 친구들이 공무원 시험을 준비한다고 하면 어떻게 생각해?""
}
```"
요즘따라 살인 사건이 많이 터지는 거 같아.,0,윤리검증,0,0,0,0,0,0,0,0,,,
"에휴, 그래도 저 배우 이미지는 좋았는데 친구 때문에 같이 망하게 생겼네…쯧쯧.",1,윤리검증,0,1,0,0,0,0,0,1,"['망하게 생겼네', '쯧쯧']","부정적인 감정을 표출하되, 부정적인 표현을 완화하고 상대방에 대한 비난을 제거","아쉽지만, 그 배우가 좋은 이미지여서 좋았던 것 같은데 친구의 선택 때문에 걱정되네."
그 뒤 꽉꽉 채울 수 있을만큼 내야 된다 이기야,2,윤리검증,0,0,0,0,1,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""꽉꽉 채울"", ""내야 된다""],
  ""대체 제안 형식"": ""의도를 유지하되, 부적절한 표현을 일반적인 표현으로 대체"",
  ""대체 문장"": ""그 뒤 필요한 만큼 채워야 할 것 같아.""
}"
온갖 문제 다 가지고 있으니 인기가 없지,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""문제"", ""인기가 없지""],
  ""대체 제안 형식"": ""의미를 유지하되, 부정적인 표현을 긍정적 흐름으로 대체"",
  ""대체 문장"": ""여러 어려움을 겪고 있으니까 사람들의 관심을 덜 받을 수 있지.""
}
```"
그렇게 실력있는 아이돌이 대한민국에 없나?,1,윤리검증,0,1,0,0,0,0,1,1,['돌'],"의도를 유지하되, 부적절한 비유를 제거하고 질문 형태로 대체",그렇게 실력 있는 아이돌이 대한민국에는 왜 없는 걸까?
금수저는 애한테 집을 사 주는데 흙수저는 진짜 애 낳는 게 죄다,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""금수저"", ""흙수저"", ""죄다""],
  ""대체 제안 형식"": ""정신적으로 긍정적인 방향으로 표현을 전환"",
  ""대체 문장"": ""부유한 사람은 아이에게 좋은 기회를 주는데, 어려운 상황에 처한 사람은 힘든 선택을 할 수밖에 없는 것 같아.""
}
```"
나는 게이들 이해를 못 하겠어 어디서 꼴리는거야?,2,윤리검증,0,0,1,1,1,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""게이들"", ""꼴리는거야""],
  ""대체 제안 형식"": ""감정은 유지하되, 포괄적인 질문 형태로 대체"",
  ""대체 문장"": ""나는 LGBTQ+ 커뮤니티를 이해하는 데 어려움이 있어. 그들은 어떤 감정을 느끼는 걸까?""
}
```"
지원많이안해주셔서 돈많이못드리지만 애 낳으면 봐달라는 새언니 정상인가요???,0,윤리검증,0,0,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""정상인가요?""],
  ""대체 제안 형식"": ""상대방의 행동이나 상황에 대한 의문을 부드럽게 표현"",
  ""대체 문장"": ""지원이 부족해서 어려움이 있는데, 애 낳고 나서 도움이 필요하다고 말하는 새언니의 행동은 이해가 잘 되지 않아요.""
}
```"
"낮에 계속해서, 그 영상 소리가 들려와",0,윤리검증,0,0,0,0,0,0,0,0,,,
한국여자 불매합니다.,2,윤리검증,0,1,0,0,0,0,0,1,['불매합니다'],"부정적인 감정을 표현하되, 타인을 공격하지 않는 형태로 전환",그와 같은 행동은 안 좋다고 생각해요.
어떤 일을 해도 다 실패할 인간임,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""실패할 인간임""],
  ""대체 제안 형식"": ""의도를 유지하되, 부정적인 표현을 완화하여 긍정적인 방향으로 수정"",
  ""대체 문장"": ""어떤 일을 시도해도 어려움을 겪을 수도 있는 사람임""
}"
착한 척 하지마 너도 당해보면 다를 걸?,2,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""착한 척 하지마"", ""너도 당해보면 다를 걸""],
  ""대체 제안 형식"": ""의도를 유지하되 비난적인 표현을 부드러운 질문 형태로 바꾸기"",
  ""대체 문장"": ""실제로 힘든 상황을 겪어보면 어떻게 느낄까?""
}"
그니까 낮은 순위 받으면 이해 안 된다는 표정 짓는 게 ㄹㅇ 킹받음,1,윤리검증,0,1,0,0,0,0,0,1,['킹받음'],"감정은 유지하되, 비속어를 상대방의 행동에 대한 불만 표현으로 대체",그니까 낮은 순위를 받으면 이해 안 된다는 표정을 짓는 게 정말 불편해.
ㅋㅋ왜? 어떤 직업들 난 딱히 생각해 본 적 없는데,0,윤리검증,0,0,0,0,0,0,0,0,,,
헐벗고 세차 중인 누나 겁나 섹시해,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""섹시""],
  ""대체 제안 형식"": ""감정은 유지하되, 긍정적인 특성을 강조하는 표현으로 대체"",
  ""대체 문장"": ""헐벗고 세차 중인 누나 정말 매력적이야""
}
```"
연예인들이 더럽고 가식적인 인간 그 자체다,1,윤리검증,0,1,0,1,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""더럽고 가식적인 인간""],
  ""대체 제안 형식"": ""부정적인 감정을 표현하면서도 상대적으로 중립적인 언어로 대체"",
  ""대체 문장"": ""연예인들이 가끔 진실하지 않은 모습으로 비춰질 때가 있다.""
}
```"
상관없어~,0,윤리검증,0,0,0,0,0,0,0,0,,,
아침에 너무 정신이 없어서 그냥 나왔네.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""원문의 의도를 유지하면서 직접적인 비하 표현을 피함"",
  ""대체 문장"": ""아침에 너무 정신이 없어서 그냥 나왔어.""
}
```"
인정 내주위 애들 도 보면 답 나옴,0,윤리검증,0,0,0,0,0,0,0,0,,,
내..105킬로그램.. 사람은 100킬로 이상 나가는거 아니가?,0,윤리검증,0,0,0,0,0,0,0,0,,,
엄마한테 오늘 또 혼났어,0,윤리검증,0,0,0,0,0,0,0,0,,,
던킨도너츠 위생 논란 일어났네. 내 최애인데ㅜㅜ,0,윤리검증,0,0,0,0,0,0,0,0,,,
지나가면 청국장 냄새날 거 같아 ㅋㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,['냄새'],부정적인 표현을 보다 중립적으로 바꾸기,지나가면 독특한 향기가 날 것 같아 ㅋㅋㅋ
나랑 같이 밥 먹자고 했는데 내 스타일이 아니라 거절했어.,0,윤리검증,0,0,0,0,0,0,0,0,,,
연예인들은 좋겠네 학폭해도 좋아해주는 사람도 있고.,1,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""학폭""],
  ""대체 제안 형식"": ""유해한 표현을 제거하고, 긍정적인 메시지를 강조"",
  ""대체 문장"": ""연예인들은 팬들의 응원 덕분에 힘을 내는 것 같아.""
}"
왠 놈이 들어와서 무작정 사람을 찔렀다는데요.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""놈""],
  ""대체 제안 형식"": ""감정을 유지하되, 부정적인 표현을 중립적인 표현으로 대체"",
  ""대체 문장"": ""어떤 사람이 들어와서 무작정 사람을 찔렀다고 하네요.""
}
```"
비용신~ 발광을 해요,2,윤리검증,1,0,0,0,0,0,1,1,['발광'],"부정적인 감정을 표현하되, 긍정적인 어조로 바꿔줌",비용신~ 정말 흥미로운 행동을 하네요.
그건 정말 싫어요.,0,윤리검증,0,0,0,0,0,0,0,0,,,
어휴 입만 열면 미개 미개 ㅋㅋ 넌 기본적인 어휘선택부터 미개해보임.,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""미개"", ""미개해보임""],
  ""대체 제안 형식"": ""부정적인 표현을 자제하고, 자신의 생각을 표현할 수 있도록 대화 형식으로 대체"",
  ""대체 문장"": ""어휴, 너가 말하는 걸 들으면 기본적인 어휘 선택이 아쉬운 것 같아.""
}
```"
노인들 왜 이리 지지리도 오래 사냐?,2,윤리검증,0,0,1,1,0,0,0,1,['지지리도'],"감정은 유지하되, 부정적인 표현을 중립적인 질문으로 바꿈",노인들이 이렇게 오랫동안 사는 이유는 무엇일까?
그런 얘기를 왜 하는거야? 눈치가 없는거야?,1,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""눈치가 없는거야""],
  ""대체 제안 형식"": ""감정은 유지하되, 상대를 비하하지 않는 질문 형태로 대체"",
  ""대체 문장"": ""그런 얘기를 왜 하는 거야? 그 상황을 잘 이해하지 못했어?""
}
```"
머리에 뇌가 제대로 박힌 애들이 없네,1,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""머리에 뇌가 제대로 박힌 애들""],
  ""대체 제안 형식"": ""부정적인 표현을 완화하여 상대방의 이해를 구하는 질문 형태로 바꾸기"",
  ""대체 문장"": ""이런 상황에서 좀 더 현명한 판단을 하지 못한 것 같아.""
}
```"
여자가 남자한테 꼬리치려고 안달난것 같은데?,2,윤리검증,0,1,0,0,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""꼬리치다""],
  ""대체 제안 형식"": ""부정적인 표현을 중립적인 질문 형태로 바꾸기"",
  ""대체 문장"": ""여자가 남자에게 관심을 보이는 것 같은데?""
}
```"
믿는 사람들 바보 아닌가?,2,윤리검증,0,0,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""바보""],
  ""대체 제안 형식"": ""감정은 유지하되, 비난적인 표현을 중립적인 질문으로 대체"",
  ""대체 문장"": ""믿는 사람들의 생각을 이해할 수 있을까?""
}
```"
예전 같으면 이혼한 연예인은 방송 복귀도 못했는데...,1,윤리검증,0,0,1,0,0,0,0,0,,,
니네 부모님보단 우리 부모님이 10배는 돈 더 잘 벌 걸,2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""니네 부모님"", ""10배는 돈 더 잘 벌 걸""],
  ""대체 제안 형식"": ""다른 사람의 부모를 비교하지 않고 상대방과 긍정적인 대화를 유도하는 방향으로 수정"",
  ""대체 문장"": ""우리 부모님도 열심히 일하고 계시니까, 서로의 이야기를 나누면 좋을 것 같아.""
}
```"
아무리 어려도 애들도 이해할 수 있는 것들이 있어,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""의도를 유지하되, 부적절한 표현을 제거"",
  ""대체 문장"": ""아무리 어려도 아이들도 이해할 수 있는 것들이 있어""
}
```"
야 자격증 시험 어렵냐?,0,윤리검증,0,0,0,0,0,0,0,0,,,
역시 계집애들은 머가리가 텅텅 빈 게 맞다니까,2,윤리검증,0,0,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""계집애"", ""계집""],
  ""대체 제안 형식"": ""부적절한 표현을 중립적인 표현으로 대체하여 의미를 유지"",
  ""대체 문장"": ""사람들은 때로 생각이 다를 수 있는데, 그런 모습을 보면 아쉬운 생각이 드네.""
}
```"
난 성악과 사람들이 너무 멋있어보여.,0,윤리검증,0,0,0,0,0,0,1,0,,,"```json
{
  ""문장중 유해한 단어들"": [""무""],
  ""대체 제안 형식"": ""원문의 긍정적인 감정을 유지하면서 부정적인 의미를 제거"",
  ""대체 문장"": ""난 성악과 사람들이 정말 멋져 보여.""
}
```"
미국놈들 지방살 도려내 버리고 싶어진다 진짜,2,윤리검증,0,0,0,1,0,1,1,1,['놈'],"감정을 표현하되, 공격적인 표현을 제거하고 감정을 완화",미국 사람들에 대해 불만이 많이 쌓여 가는 것 같아.
다시 봐도 끔찍하게 생겼다.,1,윤리검증,0,1,0,1,0,0,0,1,['끔찍하게'],"의도를 유지하되, 부정적인 표현을 덜 강하게 바꿔줌",다시 봐도 다소 불편하게 느껴진다.
학교공부는 잘하는데 가정교육은 개같이 받았나보네 ㅋㅋ,2,윤리검증,0,1,0,0,0,0,0,1,,,"json
{
  ""문장중 유해한 단어들"": [""개같이""],
  ""대체 제안 형식"": ""비하하는 표현을 완화하여 제안하는 형태로 대체"",
  ""대체 문장"": ""학교공부는 잘하는데, 가정교육은 조금 부족했던 것 같네 ㅋㅋ""
}"
남경들 여성 피해자 추행하고 그게 사람인가,0,윤리검증,0,0,0,0,0,0,0,0,,,
찬양하는 애들은 돌로 쳐 맞아야 된다,2,윤리검증,0,0,1,0,0,1,1,1,['돌로 쳐 맞아야 된다'],"감정은 유지하되, 폭력적인 표현을 비폭력적인 조언 형태로 대체",찬양하는 애들은 좀 더 잘 생각해봐야 할 것 같아.
으휴 부사관들 몸 보면 육수나오게 생기지 않았음?,1,윤리검증,0,1,0,0,0,0,0,1,['육수나오게'],비하의 느낌을 줄이고 긍정적인 관찰로 대체,부사관들 모습 보니 정말 다양한 체형이 있네?
애 낳을 수 있는 것 빼면 리얼돌보다 쓸모없음 ㅋㅋ,2,윤리검증,0,1,0,1,0,0,1,1,,,"```json
{
  ""문장중 유해한 단어들"": [""리얼돌"", ""쓸모없음""],
  ""대체 제안 형식"": ""비교는 유지하되, 불쾌감을 줄이지 않은 표현으로 완화"",
  ""대체 문장"": ""태어날 수 있는 것과 비교하면, 다른 대체품에는 별로 기대하지 않는 것 같아.""
}
```"
암만 그래도 취업할 때 공대가 최고잖아,0,윤리검증,0,0,0,0,0,0,0,0,,,
남자는 여자랑 달라.,1,윤리검증,0,0,1,0,0,0,0,1,['남자는 여자랑 달라'],"성별 간 차이를 인정하되, 고정관념의 표현을 완화",남성과 여성은 각각 다른 특성과 장점을 가지고 있습니다.
22살 직장인 많이 어려보이나요??,0,윤리검증,0,0,0,0,0,0,0,0,,,
"아니, 범죄자 같이 생긴 너라서 사람들이 마약이라 착각할까봐",2,윤리검증,0,1,0,0,0,0,0,1,,,"```json
{
  ""문장중 유해한 단어들"": [""범죄자 같이 생긴"", ""마약""],
  ""대체 제안 형식"": ""부정적인 묘사를 완화하고 중립적인 표현으로 대체"",
  ""대체 문장"": ""아니, 사람들이 너를 잘못 이해할까봐 걱정해.""
}
```"
